,Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Unnamed: 7,Opposition,Ground,Start Date,Unnamed: 11
32,5.0,1,18,1,3.60,5,1,,v West Indies,Thiruvananthapuram,1 Nov 2018,ODI # 4064
33,10.0,0,54,2,5.40,4,1,,v Australia,Sydney,12 Jan 2019,ODI # 4077
34,10.0,0,66,0,6.60,4,1,,v Australia,Adelaide,15 Jan 2019,ODI # 4078
35,10.0,1,39,4,3.90,5,1,,v New Zealand,Napier,23 Jan 2019,ODI # 4082
36,10.0,0,45,4,4.50,6,2,,v New Zealand,Mount Maunganui,26 Jan 2019,ODI # 4085
37,8.0,0,39,0,4.87,5,1,,v New Zealand,Mount Maunganui,28 Jan 2019,ODI # 4088
38,1.0,0,2,0,2.00,5,2,,v New Zealand,Hamilton,31 Jan 2019,ODI # 4091
39,10.0,0,46,2,4.60,4,1,,v Australia,Hyderabad,2 Mar 2019,ODI # 4102
40,10.0,0,54,3,5.40,5,2,,v Australia,Nagpur,5 Mar 2019,ODI # 4106
41,10.0,0,64,3,6.40,4,1,,v Australia,Ranchi,8 Mar 2019,ODI # 4109
42,10.0,0,64,1,6.40,4,2,,v Australia,Mohali,10 Mar 2019,ODI # 4111
43,10.0,0,74,1,7.40,4,1,,v Australia,Delhi,13 Mar 2019,ODI # 4113
44,10.0,0,46,1,4.60,4,1,,v South Africa,Southampton,5 Jun 2019,ODI # 4150
45,9.0,0,55,0,6.11,4,2,,v Australia,The Oval,9 Jun 2019,ODI # 4155
46,9.0,1,32,2,3.55,5,2,,v Pakistan,Manchester,16 Jun 2019,ODI # 4161
47,10.0,0,39,0,3.90,5,2,,v Afghanistan,Southampton,22 Jun 2019,ODI # 4169
48,9.0,1,35,1,3.88,4,2,,v West Indies,Manchester,27 Jun 2019,ODI # 4175
49,10.0,0,72,1,7.20,5,1,,v England,Birmingham,30 Jun 2019,ODI # 4179
50,10.0,0,58,1,5.80,5,1,,v Sri Lanka,Leeds,6 Jul 2019,ODI # 4187
51,2.0,0,3,1,1.50,4,1,,v West Indies,Providence,8 Aug 2019,ODI # 4196
52,10.0,0,59,2,5.90,4,2,,v West Indies,Port of Spain,11 Aug 2019,ODI # 4197
53,10.0,0,45,0,4.50,3,2,,v West Indies,Chennai,15 Dec 2019,ODI # 4221
54,10.0,0,52,3,5.20,5,2,,v West Indies,Visakhapatnam,18 Dec 2019,ODI # 4222
55,10.0,0,67,0,6.70,4,1,,v West Indies,Cuttack,22 Dec 2019,ODI # 4223
56,10.0,0,55,0,5.50,4,2,,v Australia,Wankhede,14 Jan 2020,ODI # 4231
57,10.0,0,65,2,6.50,5,2,,v Australia,Rajkot,17 Jan 2020,ODI # 4232
58,10.0,0,62,1,6.20,4,1,,v Australia,Bengaluru,19 Jan 2020,ODI # 4233
59,10.0,0,84,2,8.40,5,2,,v New Zealand,Hamilton,5 Feb 2020,ODI # 4235
60,10.0,0,57,1,5.70,4,2,,v Australia,Canberra,2 Dec 2020,ODI # 4267
61,9.0,0,68,0,7.55,5,2,,v England,Pune,23 Mar 2021,ODI # 4281
62,10.0,0,84,0,8.40,4,2,,v England,Pune,26 Mar 2021,ODI # 4283
63,9.0,1,48,2,5.33,5,1,,v Sri Lanka,Colombo (RPS),18 Jul 2021,ODI # 4307
64,10.0,0,55,0,5.50,5,1,,v Sri Lanka,Colombo (RPS),20 Jul 2021,ODI # 4309
65,8.0,0,51,2,6.37,4,2,,v West Indies,Ahmedabad,11 Feb 2022,ODI # 4356
66,10.0,1,36,0,3.60,3,1,,v Zimbabwe,Harare,18 Aug 2022,ODI # 4451
67,8.0,0,49,1,6.12,5,1,,v Zimbabwe,Harare,20 Aug 2022,ODI # 4454
68,10.0,0,38,2,3.80,4,2,,v Zimbabwe,Harare,22 Aug 2022,ODI # 4457
69,8.0,0,39,1,4.87,5,1,,v South Africa,Lucknow,6 Oct 2022,ODI # 4470
70,9.0,0,49,1,5.44,5,1,,v South Africa,Ranchi,9 Oct 2022,ODI # 4471
71,4.1,1,18,4,4.32,6,1,,v South Africa,Delhi,11 Oct 2022,ODI # 4472
72,10.0,1,53,1,5.30,5,2,,v Bangladesh,Chattogram,10 Dec 2022,ODI # 4499
73,10.0,0,51,3,5.10,5,1,,v Sri Lanka,Eden Gardens,12 Jan 2023,ODI # 4503
74,5.0,1,16,2,3.20,3,2,,v Sri Lanka,Thiruvananthapuram,15 Jan 2023,ODI # 4505
75,8.0,1,43,2,5.37,4,2,,v New Zealand,Hyderabad,18 Jan 2023,ODI # 4507
76,7.3,0,29,1,3.86,5,1,,v New Zealand,Raipur,21 Jan 2023,ODI # 4509
77,9.0,0,62,3,6.88,5,2,,v New Zealand,Indore,24 Jan 2023,ODI # 4511
78,8.0,1,48,1,6.00,6,1,,v Australia,Wankhede,17 Mar 2023,ODI # 4538
79,1.0,0,12,0,12.00,5,2,,v Australia,Visakhapatnam,19 Mar 2023,ODI # 4541
80,10.0,1,56,3,5.60,6,1,,v Australia,Chennai,22 Mar 2023,ODI # 4545
81,3.0,2,6,4,2.00,6,1,,v West Indies,Bridgetown,27 Jul 2023,ODI # 4622
82,8.0,0,30,1,3.75,5,2,,v West Indies,Bridgetown,29 Jul 2023,ODI # 4623
83,8.0,3,25,2,3.12,5,2,,v West Indies,Tarouba,1 Aug 2023,ODI # 4624
84,TDNB,-,-,-,-,-,-,,v Pakistan,Pallekele,2 Sep 2023,ODI # 4630
85,10.0,2,34,0,3.40,6,1,,v Nepal,Pallekele,4 Sep 2023,ODI # 4632
86,8.0,0,25,5,3.12,5,2,,v Pakistan,Colombo (RPS),10 Sep 2023,ODI # 4639
87,9.3,0,43,4,4.52,4,2,,v Sri Lanka,Colombo (RPS),12 Sep 2023,ODI # 4641
88,1.0,0,1,0,1.00,4,1,,v Sri Lanka,Colombo (RPS),17 Sep 2023,ODI # 4649
89,6.0,0,48,2,8.00,6,1,,v Australia,Rajkot,27 Sep 2023,ODI # 4657
90,10.0,0,42,2,4.20,5,1,,v Australia,Chennai,8 Oct 2023,ODI # 4662
91,10.0,0,40,1,4.00,5,1,,v Afghanistan,Delhi,11 Oct 2023,ODI # 4666
92,10.0,0,35,2,3.50,4,1,,v Pakistan,Ahmedabad,14 Oct 2023,ODI # 4669
93,10.0,0,47,1,4.70,6,1,,v Bangladesh,Pune,19 Oct 2023,ODI # 4674
94,10.0,0,73,2,7.30,5,1,,v New Zealand,Dharamsala,22 Oct 2023,ODI # 4678
95,8.0,0,24,2,3.00,4,2,,v England,Lucknow,29 Oct 2023,ODI # 4686
96,2.0,0,3,0,1.50,4,2,,v Sri Lanka,Wankhede,2 Nov 2023,ODI # 4690
97,5.1,1,7,2,1.35,5,2,,v South Africa,Eden Gardens,5 Nov 2023,ODI # 4694
98,10.0,1,41,2,4.10,4,2,,v Netherlands,Bengaluru,12 Nov 2023,ODI # 4702
99,10.0,0,56,1,5.60,5,2,,v New Zealand,Wankhede,15 Nov 2023,ODI # 4703
100,10.0,0,56,0,5.60,4,2,,v Australia,Ahmedabad,19 Nov 2023,ODI # 4705
